gid1,gid2,similarity
44419ff2-0251-49ba-933b-b09733ff9adb,1d543e07-d0d2-4834-a8db-d65c50c2a856,0.25
44419ff2-0251-49ba-933b-b09733ff9adb,66ae5199-0751-41bc-af30-dc70a98a9a45,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,dcdbff1a-46c8-4edf-8cf6-1c2dae22d842,0.4
47f4b5ab-068b-430a-abe3-a472930d3c13,3ff72a59-f39d-411d-9f93-2d4a86413013,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,ff9deaae-da4f-42b7-a19e-36fedd3fc706,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,af37c51c-0790-4a29-b995-456f98a6b8c9,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,8d443437-d8ac-4fb4-8cfa-7af19f1ea6ce,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,20202995-5e5f-4719-bd8a-9a5ee70a774a,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,492c18bc-ffbe-43b1-a22a-9bb801216b96,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,a436a8c3-0601-464c-bf5b-1fd89ec5cd11,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,84eac621-1c5a-49a1-9500-555099c6e184,0.25
47f4b5ab-068b-430a-abe3-a472930d3c13,2a7450c3-f239-4d79-baed-49c31daf8b54,0.25
7445bc31-8998-4cc1-bba2-b86c15b7c872,84b0af1a-8f10-433f-a1ed-948e71712b16,1.6785714285714286
7445bc31-8998-4cc1-bba2-b86c15b7c872,4b585938-f271-45e2-b19a-91c634b5e396,1.4285714285714286
7445bc31-8998-4cc1-bba2-b86c15b7c872,eb5f1f04-0174-4534-996f-e8d944ed2a77,1.2785714285714285
7445bc31-8998-4cc1-bba2-b86c15b7c872,ad102038-c2a1-4c6b-856f-f671254de54f,1.25
7445bc31-8998-4cc1-bba2-b86c15b7c872,d735497b-25f9-4503-8fb5-f50150730c18,1.0952380952380951
7445bc31-8998-4cc1-bba2-b86c15b7c872,82b34cfe-765e-4179-96cc-6007fffead5a,1.0952380952380951
7445bc31-8998-4cc1-bba2-b86c15b7c872,462e8abc-a26b-4e6d-b909-75b8453fd03a,1.0396825396825395
7445bc31-8998-4cc1-bba2-b86c15b7c872,72ae6caf-4f9f-407e-8c70-8cd195df955c,1.0285714285714285
7445bc31-8998-4cc1-bba2-b86c15b7c872,0de62cf7-6a41-4a33-bf34-8792d46c1d40,1.0285714285714285
7445bc31-8998-4cc1-bba2-b86c15b7c872,e4aff60c-0591-4173-837d-d17e956c1546,1.0285714285714285
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,34c63966-445c-4613-afe1-4f0e1e53ae9a,1.1666666666666665
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,9efff43b-3b29-4082-824e-bc82f646f93d,1.0
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,bed91301-68b0-4d3d-9104-f8fb9ae76489,1.0
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,d46b0f4b-ae00-4800-903e-674d3e6018c7,1.0
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,c98d40fd-f6cf-4b26-883e-eaa515ee2851,1.0
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,52074ba6-e495-4ef3-9bb4-0703888a9f68,1.0
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,69ee3720-a7cb-4402-b48d-a02c366f2bcf,0.9166666666666666
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,3b3531c4-cd2d-4df0-897c-a2e29b8341fc,0.8666666666666667
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,e3e4e534-30cd-4979-bcc5-a75c49802f57,0.8333333333333333
a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,69b39eab-6577-46a4-a9f5-817839092033,0.8333333333333333
e26fa4b0-ea73-4a33-a745-44077a0d5a59,4069600e-55c1-46dd-814f-4166d5b5dbba,2.107142857142857
e26fa4b0-ea73-4a33-a745-44077a0d5a59,eb6de5f6-98f8-4b5a-bfdc-f87fa4936baa,2.0
e26fa4b0-ea73-4a33-a745-44077a0d5a59,69158f97-4c07-4c4e-baf8-4e4ab1ed666e,2.0
e26fa4b0-ea73-4a33-a745-44077a0d5a59,1a120ec5-35b3-4f3e-aa49-7201550d9feb,1.9166666666666665
e26fa4b0-ea73-4a33-a745-44077a0d5a59,8522b9b6-b295-48d7-9a10-8618fb80beb8,1.8571428571428572
e26fa4b0-ea73-4a33-a745-44077a0d5a59,5153eb0e-b6dd-4882-a24a-7d464c153962,1.8571428571428572
e26fa4b0-ea73-4a33-a745-44077a0d5a59,e6ed56ae-c477-48fa-a53b-63f6cbc4a3c3,1.8333333333333335
e26fa4b0-ea73-4a33-a745-44077a0d5a59,00d37ae3-fe24-49b8-855d-29df409c9229,1.8055555555555556
e26fa4b0-ea73-4a33-a745-44077a0d5a59,188711ed-c99b-439c-844a-ca831f63a727,1.75
e26fa4b0-ea73-4a33-a745-44077a0d5a59,72609007-4227-4bdd-a993-1e92df52527a,1.75
9fc83e30-bfb3-43f5-bffc-26d91d1df302,bb17dc42-ecaf-42ca-aa35-b23207573060,0.6666666666666666
9fc83e30-bfb3-43f5-bffc-26d91d1df302,fe0e1895-aa84-47d9-8e5b-7930fc20709b,0.6666666666666666
9fc83e30-bfb3-43f5-bffc-26d91d1df302,ff9542ca-7859-4db2-8796-c1e3c39b9c0a,0.42857142857142855
9fc83e30-bfb3-43f5-bffc-26d91d1df302,2ce02909-598b-44ef-a456-151ba0a3bd70,0.42857142857142855
9fc83e30-bfb3-43f5-bffc-26d91d1df302,2944824d-4c26-476f-a981-be849081942f,0.42857142857142855
9fc83e30-bfb3-43f5-bffc-26d91d1df302,a5209546-b1e8-449f-8b74-04ff88255f84,0.42857142857142855
9fc83e30-bfb3-43f5-bffc-26d91d1df302,2f9ecbed-27be-40e6-abca-6de49d50299e,0.42857142857142855
9fc83e30-bfb3-43f5-bffc-26d91d1df302,2cdbe932-9ad2-4b19-a24d-fb781914d16c,0.42857142857142855
9fc83e30-bfb3-43f5-bffc-26d91d1df302,ea99eec5-bd72-4b4f-86e4-54c5a34f7e10,0.42857142857142855
9fc83e30-bfb3-43f5-bffc-26d91d1df302,469d69cf-4971-468a-b9f8-be710a3fdd83,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,28c07254-aeae-42ad-beea-67f59c3c8baf,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,8002d7ee-2a0e-4ea8-8984-3c69a81a4b7e,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,69ee3720-a7cb-4402-b48d-a02c366f2bcf,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,f1106b17-dcbb-45f6-b938-199ccfab50cc,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,97c86b2c-2765-46a2-aef8-76a7e24c430f,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,9f930ddf-be2f-4de5-a39f-7ae47305752e,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,3d113367-769f-4200-9ff8-e19d47def451,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,a2588b38-6532-4186-b0c8-9aff306d56f5,0.42857142857142855
ae362950-090f-4686-82da-9d22a5f88f2e,a94a7155-c79d-4409-9fcf-220cb0e4dc3a,0.42857142857142855
4bd95eea-b9f6-4d70-a36c-cfea77431553,ff9deaae-da4f-42b7-a19e-36fedd3fc706,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,04380c85-62e3-402e-9c6e-520f6d16a553,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,637e3261-3f47-402c-9dac-980de5317100,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,3347dae7-1a86-4630-844e-e631f969c252,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,191de76f-a224-445d-b041-54df16d65bf7,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,681bf706-8664-4658-ab1a-39e1d385fae2,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,84b0af1a-8f10-433f-a1ed-948e71712b16,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,57de5c39-2164-49b2-aeb7-3f2fd75e2a18,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,d8661c02-f423-4d72-8044-40ff05daf7a1,0.6666666666666666
4bd95eea-b9f6-4d70-a36c-cfea77431553,ca48bfb8-37c5-4a04-9837-a07975ee0cd3,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,b6ab8d01-0cb3-4515-bc05-d928397e7429,1.0
70eb5d05-97b1-413c-8067-c58c29574f11,af37c51c-0790-4a29-b995-456f98a6b8c9,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,54b0584e-4e5e-4976-80d4-eea7a82a7213,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,6cbe1e63-5895-4168-ac7e-f0d2836ba0c1,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,62cfba2f-d6da-4c93-a2e2-a7922fe47d1b,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,8a3e1c4f-59a8-457a-826c-fe961419a8ae,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,5af2629b-36de-486c-ad50-a89a28ff050f,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,492c18bc-ffbe-43b1-a22a-9bb801216b96,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,84eac621-1c5a-49a1-9500-555099c6e184,0.6666666666666666
70eb5d05-97b1-413c-8067-c58c29574f11,c3bf5aee-646e-4030-9ab4-d1fbd4947a97,0.6666666666666666
8a5dff84-c79f-4898-9e15-e100c53ebb58,21d177ba-3d51-461e-9b3f-ad9a80b419dc,0.25
8a5dff84-c79f-4898-9e15-e100c53ebb58,b59ac58d-036e-4bba-8112-c32a34c4575b,0.25
8a5dff84-c79f-4898-9e15-e100c53ebb58,1a9a8ca0-ea8e-4e9e-96aa-288155bb2c5d,0.25
8a5dff84-c79f-4898-9e15-e100c53ebb58,01809552-4f87-45b0-afff-2c6f0730a3be,0.25
8a5dff84-c79f-4898-9e15-e100c53ebb58,60c9d3fb-592d-4802-a616-17c031557fd9,0.125
8a5dff84-c79f-4898-9e15-e100c53ebb58,44419ff2-0251-49ba-933b-b09733ff9adb,0.1111111111111111
8a5dff84-c79f-4898-9e15-e100c53ebb58,66a12535-f99c-4f66-96aa-790e5ff17959,0.1111111111111111
8a5dff84-c79f-4898-9e15-e100c53ebb58,2819834e-4e08-47b0-a2c4-b7672318e8f0,0.1111111111111111
8a5dff84-c79f-4898-9e15-e100c53ebb58,49571f8d-190d-48d8-90e3-0e3ac227fe66,0.1111111111111111
8a5dff84-c79f-4898-9e15-e100c53ebb58,3a4c2997-1d9e-411c-9370-b58957e66667,0.1111111111111111
b978a42e-0b15-4987-9434-8805370f3f83,6338a3a4-1676-4a99-b2fb-a3f0072f6b42,0.6666666666666666
b978a42e-0b15-4987-9434-8805370f3f83,1db1716c-ef55-4fc0-9761-b049d63fbf0a,0.42857142857142855
b978a42e-0b15-4987-9434-8805370f3f83,b05cdf50-53f3-41d3-bbb1-92f86697b0e7,0.42857142857142855
b978a42e-0b15-4987-9434-8805370f3f83,fbfd7b0b-a32e-4a76-b40a-325e3da02cde,0.42857142857142855
b978a42e-0b15-4987-9434-8805370f3f83,194272cc-dcc8-4640-a4a6-66da7d250d5c,0.42857142857142855
b978a42e-0b15-4987-9434-8805370f3f83,4866af3e-7586-403e-bea4-f27bcbcadbb6,0.42857142857142855
b978a42e-0b15-4987-9434-8805370f3f83,f22a6369-8942-471b-8b9f-522dec4479e0,0.42857142857142855
b978a42e-0b15-4987-9434-8805370f3f83,466d8c39-0367-40da-b701-66f6cc798e4e,0.42857142857142855
b978a42e-0b15-4987-9434-8805370f3f83,ed8d9e99-53c3-4e3a-beea-2cea49e1431a,0.42857142857142855
b978a42e-0b15-4987-9434-8805370f3f83,bdd87b73-ef81-4031-804e-df6e1e4854c3,0.42857142857142855
38b773af-569d-40bb-b4c0-38a83691790a,4176496d-d44e-42c7-b7cd-d00ad28685af,0.42857142857142855
38b773af-569d-40bb-b4c0-38a83691790a,da7bb7d8-557d-4635-9ca1-e6e985525bd5,0.25
38b773af-569d-40bb-b4c0-38a83691790a,7bf2b35a-f0fd-4756-ab2a-8b87b76ac28d,0.25
38b773af-569d-40bb-b4c0-38a83691790a,634fe78e-fc6b-4b2a-ba83-c8c66e13a8aa,0.25
38b773af-569d-40bb-b4c0-38a83691790a,9c77364d-d888-4b09-8473-d3d0b05986b5,0.25
38b773af-569d-40bb-b4c0-38a83691790a,143bafc2-368d-4ad4-862a-028304eaefa6,0.25
38b773af-569d-40bb-b4c0-38a83691790a,ba550d0e-adac-4864-b88b-407cab5e76af,0.25
38b773af-569d-40bb-b4c0-38a83691790a,f7f4c28d-2a57-4c44-a74d-112105bbeaeb,0.25
38b773af-569d-40bb-b4c0-38a83691790a,230ca093-1d00-4c57-9235-147942f66930,0.25
38b773af-569d-40bb-b4c0-38a83691790a,6336e9cb-4661-451b-a1f8-4aeb826aca20,0.25
20a41297-e27d-4c98-95c3-471b05327c3e,e1e350ad-71e6-4c0d-b644-12360f069901,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,0d58f45e-1a53-4dc3-bea6-16836f03aa1d,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,3997d4a6-c2bd-4191-8406-eb07f0abb5d2,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,86809b51-cbe2-45f1-804a-e66eed635dea,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,25d6c9b6-051e-4b98-8eb7-bf648889521a,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,5c7a7524-ef64-4bef-8537-6ac5099aa1f6,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,a3cd61ef-7fd4-44af-a27f-99641a82b22b,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,2587ed11-2e6f-4e23-850d-549a36ff3fb7,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,daeec599-bf5d-4428-994a-e76ba5f86e2f,0.42857142857142855
20a41297-e27d-4c98-95c3-471b05327c3e,026f3973-b204-41be-89c4-d34b60792ecc,0.42857142857142855
e0647eee-82ce-40e6-af54-953395ad1c08,e9aed5e5-ed35-4244-872e-194862290295,1.7333333333333334
e0647eee-82ce-40e6-af54-953395ad1c08,336dfcad-2587-4f5d-9338-3a445282364f,1.5952380952380951
e0647eee-82ce-40e6-af54-953395ad1c08,4f416ed7-dda2-45de-a6f1-b986e861cf4b,1.5833333333333333
e0647eee-82ce-40e6-af54-953395ad1c08,cda8e877-fe39-4939-8b09-045d68617367,1.4952380952380953
e0647eee-82ce-40e6-af54-953395ad1c08,4342cf80-7c06-4402-a431-457e77310474,1.4444444444444442
e0647eee-82ce-40e6-af54-953395ad1c08,46a31d29-e073-44c8-b4de-54b31f37d0de,1.4285714285714286
e0647eee-82ce-40e6-af54-953395ad1c08,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,1.4285714285714284
e0647eee-82ce-40e6-af54-953395ad1c08,69681b02-05b8-4685-80cb-e98983b7a96f,1.4285714285714284
e0647eee-82ce-40e6-af54-953395ad1c08,87e58b4e-465c-4d8b-bfee-9c49ca8b7358,1.4285714285714284
e0647eee-82ce-40e6-af54-953395ad1c08,c4d611dc-2a90-4f01-8da9-ef393ef292d8,1.4285714285714284
4c95ce21-15d7-4563-b123-3778bb692f1b,250b7089-69e4-43b2-bae3-a83d9f6d71bb,1.0952380952380951
4c95ce21-15d7-4563-b123-3778bb692f1b,3ff72a59-f39d-411d-9f93-2d4a86413013,1.0
4c95ce21-15d7-4563-b123-3778bb692f1b,21d177ba-3d51-461e-9b3f-ad9a80b419dc,1.0
4c95ce21-15d7-4563-b123-3778bb692f1b,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,1.0
4c95ce21-15d7-4563-b123-3778bb692f1b,b59ac58d-036e-4bba-8112-c32a34c4575b,1.0
4c95ce21-15d7-4563-b123-3778bb692f1b,f75150f0-d80d-4c34-903b-6acfb47b63ee,1.0
4c95ce21-15d7-4563-b123-3778bb692f1b,21685b15-3074-446e-aa1d-ff7157014f53,1.0
4c95ce21-15d7-4563-b123-3778bb692f1b,ebfc1398-8d96-47e3-82c3-f782abcdb13d,1.0
4c95ce21-15d7-4563-b123-3778bb692f1b,ff2039e0-a4b3-4c6e-ad23-949f8ec63ffc,1.0
4c95ce21-15d7-4563-b123-3778bb692f1b,cca40a67-e959-46f8-a3f3-8a3f77d2da9e,1.0
ec00bb41-4c82-4948-a6de-155422b215a1,b07cdbbe-421e-418a-bbb7-ce0d8d53bfa8,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,9d0cad59-d631-4dd8-b1cf-ddcfe5287f81,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,cdcc8a40-d7ee-4deb-ae9b-36b4076e6fd8,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,6a7b9d5e-a863-4a90-a056-77942e9f43de,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,8951c87f-f730-4247-b442-52ed14ad6a97,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,99698ee5-9b92-4bea-bdf5-418270d820f4,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,d4d3c818-005f-43bd-b0f8-89e74dfe4dca,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,0584e561-1442-46c9-9593-923c34571eb7,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,9ad6d1e3-427f-4921-b603-7e9eda94a061,0.42857142857142855
ec00bb41-4c82-4948-a6de-155422b215a1,ff5060a5-8d1f-4516-9592-0252a065fb00,0.42857142857142855
aa021ee4-53dd-47c3-a3cf-35b894f8c919,6ef203af-4130-43f8-83c6-58168b95bb81,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,425d90f4-200b-46d2-be70-0e18bce699c9,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,67cd71d5-b82a-4f90-8fd1-929866d4c19e,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,fe61ed70-923a-4a7a-acc5-6663f2b7b528,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,486661a5-4aed-4e56-a872-abed5e4c4733,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,e95fb0c9-c978-4006-85f8-4c79523e8847,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,a0f795a3-ba73-4fd7-9de5-3dfd888e8d3c,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,721adc2c-c1f2-40b6-9415-e6888b67eae8,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,2ed3a38e-6613-4424-bc64-49fef0c6f085,0.25
aa021ee4-53dd-47c3-a3cf-35b894f8c919,46527e98-af6d-41af-9ed0-7cf0acae064d,0.25
3ff72a59-f39d-411d-9f93-2d4a86413013,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,1.6666666666666665
3ff72a59-f39d-411d-9f93-2d4a86413013,e9aed5e5-ed35-4244-872e-194862290295,1.6666666666666665
3ff72a59-f39d-411d-9f93-2d4a86413013,e0647eee-82ce-40e6-af54-953395ad1c08,1.3333333333333333
3ff72a59-f39d-411d-9f93-2d4a86413013,ff9deaae-da4f-42b7-a19e-36fedd3fc706,1.3333333333333333
3ff72a59-f39d-411d-9f93-2d4a86413013,7cf05db3-24e7-4534-84bf-65006cd0cc82,1.3333333333333333
3ff72a59-f39d-411d-9f93-2d4a86413013,87e58b4e-465c-4d8b-bfee-9c49ca8b7358,1.3333333333333333
3ff72a59-f39d-411d-9f93-2d4a86413013,4c49960d-daac-4ca2-be43-d1a8ee23f153,1.3333333333333333
3ff72a59-f39d-411d-9f93-2d4a86413013,42555956-bf57-4240-aadf-b58e6762932c,1.3333333333333333
3ff72a59-f39d-411d-9f93-2d4a86413013,14714316-e9eb-41d8-9b07-2bf74b3b7b3e,1.3333333333333333
3ff72a59-f39d-411d-9f93-2d4a86413013,cb20b414-c187-42c5-98b9-136479b630fd,1.3333333333333333
afcd292c-3c1e-4708-af4a-991aadf957e4,07a17571-81fc-4cf8-a634-98f0d926d313,1.6
afcd292c-3c1e-4708-af4a-991aadf957e4,a6cf5c5c-7432-4ac7-801a-cef2b03e81bb,1.5714285714285714
afcd292c-3c1e-4708-af4a-991aadf957e4,b7ddce8b-9e5c-46bd-9d33-41b134ce1a7f,1.5
afcd292c-3c1e-4708-af4a-991aadf957e4,6a3d87ad-dd71-4e8f-b8dd-78b61e0e7fe6,1.4285714285714286
afcd292c-3c1e-4708-af4a-991aadf957e4,15f835dc-ee52-4b74-b889-113678f54119,1.4
afcd292c-3c1e-4708-af4a-991aadf957e4,f1c7e462-7d08-430f-8255-dd2afec63f36,1.4
afcd292c-3c1e-4708-af4a-991aadf957e4,9ef8042a-2528-4f5c-b7c1-5e72b1efe170,1.4
afcd292c-3c1e-4708-af4a-991aadf957e4,2736bad5-6280-4c8f-92c8-27a5e63bbab2,1.3333333333333333
afcd292c-3c1e-4708-af4a-991aadf957e4,9abfb2cd-7a7f-444a-b1db-7e5dd1def050,1.2666666666666666
afcd292c-3c1e-4708-af4a-991aadf957e4,4554a1b9-2cfe-438e-b907-2efcda0a1969,1.2666666666666666
ff9deaae-da4f-42b7-a19e-36fedd3fc706,3ff72a59-f39d-411d-9f93-2d4a86413013,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,6c8b9855-ba8b-48f9-ac1d-42167f7f7b18,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,87e58b4e-465c-4d8b-bfee-9c49ca8b7358,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,5eaf11c4-12bf-4545-929b-76f2e03ca208,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,4c49960d-daac-4ca2-be43-d1a8ee23f153,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,42555956-bf57-4240-aadf-b58e6762932c,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,e9aed5e5-ed35-4244-872e-194862290295,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,14714316-e9eb-41d8-9b07-2bf74b3b7b3e,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,9ef1d76d-5f1d-4398-b4ed-05afb3172f26,1.3333333333333333
ff9deaae-da4f-42b7-a19e-36fedd3fc706,38f953ac-af97-40b1-b95c-ab35cc0d7a81,1.3333333333333333
6ef203af-4130-43f8-83c6-58168b95bb81,e0647eee-82ce-40e6-af54-953395ad1c08,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,4449ccf6-c948-4d33-aa97-b6ad98ce4b5b,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,cd71a6a9-8bc4-49a4-afc3-268513ee65ba,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,d4e75c13-d1e9-4c48-86a0-9c854e1d88f7,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,336dfcad-2587-4f5d-9338-3a445282364f,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,35a6a353-b186-4c13-a264-d18d5e2ce853,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,541bacd0-6aeb-4292-8d3a-882e85519953,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,4de30660-26a8-4390-af6f-8fc0564e7e61,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,08320446-827f-4cbd-b0f0-f3c9f977ef45,0.42857142857142855
6ef203af-4130-43f8-83c6-58168b95bb81,cd89d450-4882-40f8-80ee-aca115d4a42b,0.42857142857142855
16d69e6c-e31e-4362-a5a8-b8bab2587b05,f82f3a3e-29c2-42ca-b589-bc5dc210fa9e,2.6666666666666665
16d69e6c-e31e-4362-a5a8-b8bab2587b05,59d34d63-e209-4f26-8a09-b08d12202082,2.111111111111111
16d69e6c-e31e-4362-a5a8-b8bab2587b05,4c730f5d-a27c-49fc-b505-23c2c61a6840,2.107142857142857
16d69e6c-e31e-4362-a5a8-b8bab2587b05,2b7a7c7f-8c18-4e0c-aaf2-8c6f4e93cdbb,2.107142857142857
16d69e6c-e31e-4362-a5a8-b8bab2587b05,1239d1bc-cc09-43e0-bcd0-374f60346138,2.0
16d69e6c-e31e-4362-a5a8-b8bab2587b05,0e0dd9da-5878-4c46-9a9a-6df43abb5c96,2.0
16d69e6c-e31e-4362-a5a8-b8bab2587b05,ba99a190-6065-4930-be3d-55ecc48e365d,1.9682539682539684
16d69e6c-e31e-4362-a5a8-b8bab2587b05,462e8abc-a26b-4e6d-b909-75b8453fd03a,1.9642857142857144
16d69e6c-e31e-4362-a5a8-b8bab2587b05,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,1.9642857142857144
